trade_id,status,direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,size,pnl_raw,pnl_rel,mae,mfe,slippage,commission,rejection_reason,strategy_id,model_version
bwkdil7d,rejected,short,1706334300000,,44247.44,44321.53,44347.43930833297,44047.43930833297,1.02,-74.09,,,,,,spread_filter,alpha_v2,v2.1.0
uw19pjcv,executed,long,1711978200000,1711981800000,45334.13,45243.26,45234.13347196928,45534.13347196928,0.34,-90.88,-0.91,42.32,41.60,1.72,0.68,,alpha_v2,v2.1.0
1pc06wq1,rejected,short,1708476300000,,46206.73,46103.77,46306.727956566945,46006.727956566945,2.01,102.95,,,,,,spread_filter,alpha_v2,v2.1.0
cerbtpsh,rejected,short,1708871400000,,45200.29,45077.26,45300.289000082565,45000.289000082565,1.96,123.02,,,,,,spread_filter,alpha_v2,v2.1.0
085cgba8,executed,short,1709459100000,1709478000000,45750.17,45510.27,45850.16766120019,45550.16766120019,0.62,239.90,2.40,48.30,130.74,0.64,1.24,,alpha_v2,v2.1.0
lif8w4s0,executed,short,1711193400000,1711197000000,44601.23,44342.68,44701.22965737673,44401.22965737673,1.57,258.55,2.59,76.64,146.86,2.92,3.14,,alpha_v2,v2.1.0
2ul5x11d,executed,short,1706389200000,1706414400000,44568.93,44429.26,44668.93144965588,44368.93144965588,1.22,139.67,1.40,71.43,118.07,1.42,2.44,,alpha_v2,v2.1.0
zxwnxazx,executed,long,1707927300000,1707955200000,46081.13,45979.59,45981.13221079912,46281.13221079912,1.41,-101.54,-1.02,19.72,142.43,2.29,2.82,,alpha_v2,v2.1.0
vwl2sn2p,rejected,long,1705566600000,,44888.39,44741.06,44788.38886648186,45088.38886648186,2.13,-147.33,,,,,,spread_filter,alpha_v2,v2.1.0
uoav2w5x,executed,long,1712700000000,1712715300000,46989.78,47264.27,46889.78294082246,47189.78294082246,0.97,274.48,2.74,24.45,89.38,1.80,1.94,,alpha_v2,v2.1.0
c56nzzan,executed,long,1705401900000,1705417200000,45154.30,45099.89,45054.29748643139,45354.29748643139,0.34,-54.41,-0.54,72.03,86.71,2.77,0.68,,alpha_v2,v2.1.0
0b7mdp9k,executed,long,1706590800000,1706606100000,45149.82,45045.59,45049.82388607023,45349.82388607023,2.44,-104.23,-1.04,39.92,73.16,1.26,4.88,,alpha_v2,v2.1.0
gmupcqzf,executed,long,1712289600000,1712295900000,46150.36,46039.93,46050.364393121316,46350.364393121316,0.86,-110.43,-1.10,73.45,147.16,2.00,1.72,,alpha_v2,v2.1.0
vfjooxj5,executed,long,1707415200000,1707426900000,45918.38,46157.51,45818.37853507431,46118.37853507431,2.36,239.13,2.39,10.05,124.97,0.83,4.72,,alpha_v2,v2.1.0
izs61d54,executed,long,1706229000000,1706241600000,44402.43,44255.92,44302.42691299261,44602.42691299261,1.56,-146.51,-1.47,40.84,134.50,2.24,3.12,,alpha_v2,v2.1.0
xelkh0vg,executed,long,1704845700000,1704852000000,45014.23,44938.65,44914.228743347,45214.228743347,0.40,-75.58,-0.76,23.19,108.38,0.96,0.80,,alpha_v2,v2.1.0
m25x27yb,executed,short,1712954700000,1712982600000,47060.26,47147.54,47160.261554577744,46860.261554577744,1.21,-87.27,-0.87,33.38,79.37,2.67,2.42,,alpha_v2,v2.1.0
s8eyn6af,executed,short,1710745200000,1710765900000,44694.32,44732.14,44794.317998595645,44494.317998595645,1.54,-37.82,-0.38,39.76,122.43,2.95,3.08,,alpha_v2,v2.1.0
raji3sd2,executed,long,1709873100000,1709902800000,46206.59,46176.73,46106.58931286223,46406.58931286223,0.62,-29.86,-0.30,68.60,43.03,1.02,1.24,,alpha_v2,v2.1.0
1l046nij,executed,long,1712216700000,1712235600000,45924.80,46117.32,45824.803507550845,46124.803507550845,1.93,192.51,1.93,50.10,148.61,1.12,3.86,,alpha_v2,v2.1.0
wb1b0zds,executed,short,1706976000000,1706994000000,45654.33,45668.92,45754.33438803302,45454.33438803302,1.96,-14.59,-0.15,30.06,144.73,1.80,3.92,,alpha_v2,v2.1.0
xo5p9hls,executed,long,1712189700000,1712213100000,45665.45,45947.30,45565.44710018399,45865.44710018399,1.19,281.86,2.82,15.80,47.14,1.20,2.38,,alpha_v2,v2.1.0
8subzik1,executed,short,1709703900000,1709715600000,46340.67,46227.43,46440.66720798624,46140.66720798624,0.56,113.24,1.13,16.36,50.12,1.63,1.12,,alpha_v2,v2.1.0
u4h44f7b,executed,long,1705978800000,1705993200000,44004.50,44252.83,43904.496681803816,44204.496681803816,0.53,248.33,2.48,17.39,129.91,1.37,1.06,,alpha_v2,v2.1.0
g60fd8oq,executed,short,1711024200000,1711050300000,44041.77,43935.81,44141.76596581161,43841.76596581161,2.37,105.95,1.06,78.05,60.64,1.40,4.74,,alpha_v2,v2.1.0
2mrcfi9w,executed,short,1709756100000,1709788500000,46500.26,46542.55,46600.2559821948,46300.2559821948,1.43,-42.30,-0.42,79.30,34.23,1.36,2.86,,alpha_v2,v2.1.0
g3rxd0zp,executed,short,1711874700000,1711892700000,45364.13,45396.78,45464.13132982987,45164.13132982987,2.33,-32.65,-0.33,76.04,44.52,1.37,4.66,,alpha_v2,v2.1.0
28o5mugf,executed,short,1709698500000,1709722800000,46284.49,46344.57,46384.49236500108,46084.49236500108,1.68,-60.08,-0.60,43.33,95.73,1.71,3.36,,alpha_v2,v2.1.0
1lx7dv9w,rejected,short,1712113200000,,45718.04,45734.97,45818.04041250361,45518.04041250361,2.50,-16.93,,,,,,time_of_day,alpha_v2,v2.1.0
fh0cvgqn,executed,short,1709252100000,1709262900000,45530.83,45558.10,45630.8285886332,45330.8285886332,1.58,-27.27,-0.27,42.09,34.48,0.61,3.16,,alpha_v2,v2.1.0
d349j0hf,rejected,short,1704871800000,,45010.07,45151.36,45110.06658924987,44810.06658924987,2.11,-141.30,,,,,,spread_filter,alpha_v2,v2.1.0
1a903580,executed,short,1709135100000,1709143200000,45649.27,45455.07,45749.27130289727,45449.27130289727,1.65,194.20,1.94,72.15,32.92,1.95,3.30,,alpha_v2,v2.1.0
9gnqsmc0,executed,long,1710293400000,1710318600000,45389.08,45314.97,45289.08469077947,45589.08469077947,1.04,-74.12,-0.74,32.22,114.49,0.92,2.08,,alpha_v2,v2.1.0
912uaj50,executed,short,1712715300000,1712736000000,47024.92,46900.12,47124.921896591484,46824.921896591484,2.20,124.80,1.25,46.88,108.29,1.94,4.40,,alpha_v2,v2.1.0
pgcotc8c,rejected,short,1710615600000,,45136.71,45177.64,45236.707920763976,44936.707920763976,2.25,-40.93,,,,,,time_of_day,alpha_v2,v2.1.0
l2vi0tmx,rejected,short,1710028800000,,45719.56,45820.56,45819.56438384854,45519.56438384854,0.25,-101.00,,,,,,spread_filter,alpha_v2,v2.1.0
997wwmkb,executed,short,1710806400000,1710810000000,44474.68,44540.43,44574.67979828445,44274.67979828445,2.31,-65.75,-0.66,46.81,144.57,1.20,4.62,,alpha_v2,v2.1.0
8xg57vux,executed,short,1712529000000,1712549700000,46862.35,46610.84,46962.34955445541,46662.34955445541,2.31,251.51,2.52,76.09,137.90,2.22,4.62,,alpha_v2,v2.1.0
1ti09b6v,executed,short,1711032300000,1711048500000,44115.11,43994.03,44215.109746930226,43915.109746930226,1.35,121.08,1.21,20.03,107.69,1.56,2.70,,alpha_v2,v2.1.0
c15tz09q,executed,short,1705550400000,1705571100000,44908.21,44831.84,45008.21211041171,44708.21211041171,2.24,76.38,0.76,46.01,149.77,1.03,4.48,,alpha_v2,v2.1.0
fkba0qkr,rejected,long,1712287800000,,46191.60,46041.83,46091.60237927643,46391.60237927643,0.98,-149.77,,,,,,htf_alignment,alpha_v2,v2.1.0
860z9cw8,rejected,long,1706133600000,,44234.81,44369.90,44134.812085371545,44434.812085371545,1.09,135.09,,,,,,time_of_day,alpha_v2,v2.1.0
no5s0v4w,rejected,short,1704532500000,,45317.02,45455.79,45417.019984373386,45117.019984373386,1.57,-138.77,,,,,,atr_limit,alpha_v2,v2.1.0
z6mpyaty,executed,short,1708717500000,1708748100000,45607.76,45502.29,45707.761209050535,45407.761209050535,1.65,105.47,1.05,54.37,130.92,2.35,3.30,,alpha_v2,v2.1.0
yt6v8fku,executed,short,1706166900000,1706197500000,44103.00,44040.26,44203.00123548912,43903.00123548912,0.39,62.74,0.63,31.99,78.23,2.30,0.78,,alpha_v2,v2.1.0
dj0xiup8,executed,long,1711722600000,1711756800000,44944.82,44910.76,44844.81814471585,45144.81814471585,0.85,-34.05,-0.34,33.70,23.33,0.72,1.70,,alpha_v2,v2.1.0
zri5a8ap,executed,short,1705271400000,1705292100000,44920.77,44699.29,45020.771146176085,44720.771146176085,0.53,221.48,2.21,52.07,68.02,1.15,1.06,,alpha_v2,v2.1.0
inrl1hnu,executed,short,1707151500000,1707183900000,45620.69,45339.12,45720.688619098,45420.688619098,1.22,281.57,2.82,33.14,35.13,0.66,2.44,,alpha_v2,v2.1.0
dbqatx71,executed,short,1707499800000,1707523200000,45427.34,45202.31,45527.341038404156,45227.341038404156,1.52,225.03,2.25,35.07,135.68,1.21,3.04,,alpha_v2,v2.1.0
pjoo0s9y,executed,short,1705894200000,1705899600000,44326.68,44243.82,44426.683335212234,44126.683335212234,1.31,82.86,0.83,45.88,145.47,2.02,2.62,,alpha_v2,v2.1.0
dr1d8220,rejected,short,1708040700000,,45600.27,45710.88,45700.26626961452,45400.26626961452,0.12,-110.62,,,,,,spread_filter,alpha_v2,v2.1.0
6zxavbvz,executed,long,1708409700000,1708412400000,45733.70,45846.47,45633.696896017755,45933.696896017755,0.46,112.78,1.13,45.14,92.68,0.79,0.92,,alpha_v2,v2.1.0
b38qq3qz,executed,short,1711857600000,1711873800000,45265.55,45339.69,45365.546676103026,45065.546676103026,0.19,-74.14,-0.74,26.87,98.50,2.43,0.38,,alpha_v2,v2.1.0
leu53a1x,executed,long,1706839200000,1706854500000,45658.74,45623.75,45558.73872258208,45858.73872258208,2.07,-34.99,-0.35,57.70,147.00,2.07,4.14,,alpha_v2,v2.1.0
uyzypmza,executed,long,1705862700000,1705884300000,44312.66,44216.45,44212.6582131215,44512.6582131215,1.91,-96.21,-0.96,50.61,32.23,2.14,3.82,,alpha_v2,v2.1.0
p3d7byfs,executed,long,1711213200000,1711234800000,44894.54,45173.86,44794.54184099179,45094.54184099179,0.85,279.32,2.79,16.82,45.54,1.70,1.70,,alpha_v2,v2.1.0
1gn9fxpg,executed,long,1710954000000,1710974700000,44084.91,43979.78,43984.91271536117,44284.91271536117,1.60,-105.13,-1.05,60.54,138.40,1.57,3.20,,alpha_v2,v2.1.0
ht620ftg,executed,long,1706207400000,1706210100000,44288.77,44250.69,44188.765648045475,44488.765648045475,2.30,-38.08,-0.38,16.70,77.41,2.90,4.60,,alpha_v2,v2.1.0
j1q8g9tg,executed,short,1710595800000,1710608400000,45319.48,45458.19,45419.48180248992,45119.48180248992,0.11,-138.71,-1.39,36.91,35.96,2.15,0.22,,alpha_v2,v2.1.0
211s62z8,rejected,long,1710099900000,,45255.06,45340.21,45155.06067101473,45455.06067101473,0.67,85.15,,,,,,time_of_day,alpha_v2,v2.1.0
rc2ing65,executed,long,1707445800000,1707477300000,45676.69,45536.60,45576.68882180031,45876.68882180031,1.72,-140.09,-1.40,62.88,122.93,1.76,3.44,,alpha_v2,v2.1.0
m42seb0c,executed,long,1711470600000,1711490400000,44450.85,44406.90,44350.8461849383,44650.8461849383,0.84,-43.94,-0.44,18.18,22.14,1.47,1.68,,alpha_v2,v2.1.0
n370fe6y,executed,short,1710692100000,1710697500000,44900.86,44788.70,45000.86449040658,44700.86449040658,1.90,112.17,1.12,15.68,89.57,1.76,3.80,,alpha_v2,v2.1.0
acu2prep,rejected,long,1712865600000,,47035.75,46915.99,46935.74619810229,47235.74619810229,0.17,-119.75,,,,,,spread_filter,alpha_v2,v2.1.0
ulp9pqmz,executed,short,1711484100000,1711496700000,44427.98,44502.41,44527.98229198014,44227.98229198014,2.14,-74.43,-0.74,35.69,30.38,1.16,4.28,,alpha_v2,v2.1.0
kvnr3qss,executed,long,1707520500000,1707552000000,45178.85,45328.94,45078.85230538947,45378.85230538947,2.46,150.08,1.50,52.85,107.31,2.64,4.92,,alpha_v2,v2.1.0
t5tpx4pe,executed,short,1707478200000,1707513300000,45627.50,45395.58,45727.49911420746,45427.49911420746,1.59,231.92,2.32,23.32,55.30,1.52,3.18,,alpha_v2,v2.1.0
w4x2qnwe,executed,short,1709316000000,1709343000000,45714.06,45590.90,45814.05568560583,45514.05568560583,2.16,123.16,1.23,11.29,52.32,1.80,4.32,,alpha_v2,v2.1.0
hyyllbrb,executed,long,1708148700000,1708157700000,45766.96,45669.31,45666.96452813572,45966.96452813572,2.01,-97.66,-0.98,46.92,124.10,2.90,4.02,,alpha_v2,v2.1.0
ra4oqc9c,executed,long,1711775700000,1711798200000,45046.15,44991.15,44946.151132937564,45246.151132937564,0.55,-55.00,-0.55,70.23,149.84,0.56,1.10,,alpha_v2,v2.1.0
joxdggvb,executed,long,1708587900000,1708608600000,46109.93,46093.35,46009.927745235655,46309.927745235655,0.82,-16.58,-0.17,11.70,106.31,2.04,1.64,,alpha_v2,v2.1.0
eentrse3,rejected,long,1710739800000,,44689.25,44830.24,44589.252440704004,44889.252440704004,1.55,140.98,,,,,,htf_alignment,alpha_v2,v2.1.0
95v6r8t1,executed,long,1708740000000,1708742700000,45479.05,45570.43,45379.047186206444,45679.047186206444,0.89,91.38,0.91,47.03,60.47,1.11,1.78,,alpha_v2,v2.1.0
60mro2iw,executed,short,1704716100000,1704738600000,45299.24,45113.96,45399.239059268286,45099.239059268286,2.07,185.28,1.85,24.22,124.49,1.65,4.14,,alpha_v2,v2.1.0
7ez0y5zg,executed,long,1704204900000,1704230100000,45025.30,45271.61,44925.29659534577,45225.29659534577,1.13,246.32,2.46,71.57,149.47,1.82,2.26,,alpha_v2,v2.1.0
ss0y63a9,executed,short,1711932300000,1711944900000,45473.76,45497.98,45573.75698600456,45273.75698600456,2.31,-24.23,-0.24,23.05,30.15,1.91,4.62,,alpha_v2,v2.1.0
i2rd1wjz,executed,short,1711608300000,1711615500000,44887.79,44975.04,44987.792817118876,44687.792817118876,0.63,-87.24,-0.87,39.13,134.58,2.26,1.26,,alpha_v2,v2.1.0
dxr5tgp1,executed,long,1710142200000,1710148500000,45319.58,45253.64,45219.584234773894,45519.584234773894,0.44,-65.94,-0.66,34.54,70.76,2.85,0.88,,alpha_v2,v2.1.0
col2z2xs,executed,short,1710954900000,1710970200000,44039.03,44105.36,44139.03016765602,43839.03016765602,0.22,-66.33,-0.66,11.12,101.18,0.88,0.44,,alpha_v2,v2.1.0
sygkve7w,executed,long,1708587000000,1708592400000,46110.96,46216.56,46010.963183381944,46310.963183381944,1.04,105.60,1.06,76.54,62.24,0.74,2.08,,alpha_v2,v2.1.0
qja4a5r5,rejected,long,1704405600000,,45261.48,45132.46,45161.482571009605,45461.482571009605,2.12,-129.02,,,,,,time_of_day,alpha_v2,v2.1.0
amp582x5,executed,short,1705917600000,1705945500000,44286.00,44078.35,44385.99872809864,44085.99872809864,0.39,207.65,2.08,52.18,27.23,2.22,0.78,,alpha_v2,v2.1.0
gh9cd12w,executed,long,1704721500000,1704738600000,45148.95,45088.87,45048.95428871167,45348.95428871167,0.85,-60.08,-0.60,65.92,74.94,2.30,1.70,,alpha_v2,v2.1.0
tlo8qehk,rejected,short,1708786800000,,45240.34,45085.96,45340.337076910706,45040.337076910706,2.34,154.38,,,,,,atr_limit,alpha_v2,v2.1.0
zg2mgruy,executed,long,1711147500000,1711165500000,44309.00,44401.88,44208.998676227406,44508.998676227406,0.68,92.88,0.93,66.96,61.14,2.94,1.36,,alpha_v2,v2.1.0
andpot05,rejected,long,1710318600000,,45608.96,45469.57,45508.963420833585,45808.963420833585,2.42,-139.39,,,,,,time_of_day,alpha_v2,v2.1.0
jloviytj,rejected,short,1707091200000,,45755.67,45795.97,45855.66812090638,45555.66812090638,0.10,-40.31,,,,,,htf_alignment,alpha_v2,v2.1.0
fzuh68x6,executed,long,1705830300000,1705860000000,44560.22,44660.34,44460.22251064931,44760.22251064931,0.72,100.12,1.00,63.55,123.27,0.81,1.44,,alpha_v2,v2.1.0
nloykn90,executed,long,1712538000000,1712539800000,46951.10,47163.50,46851.09758312417,47151.09758312417,1.89,212.40,2.12,49.73,28.50,2.65,3.78,,alpha_v2,v2.1.0
q6prhk9t,executed,short,1707721200000,1707750000000,44886.77,44699.44,44986.77448353174,44686.77448353174,0.51,187.33,1.87,45.50,138.84,1.19,1.02,,alpha_v2,v2.1.0
synvujvz,rejected,long,1705701600000,,44468.28,44737.31,44368.276239844556,44668.276239844556,0.92,269.03,,,,,,time_of_day,alpha_v2,v2.1.0
8esx5ela,executed,long,1707693300000,1707695100000,44981.25,45251.42,44881.24535210213,45181.24535210213,1.97,270.18,2.70,28.81,35.16,1.16,3.94,,alpha_v2,v2.1.0
jzms1w61,executed,long,1710223200000,1710233100000,45377.97,45588.87,45277.97205540902,45577.97205540902,0.32,210.90,2.11,66.86,28.28,2.30,0.64,,alpha_v2,v2.1.0
d5mvc17b,executed,short,1710591300000,1710609300000,45379.05,45518.13,45479.05307363271,45179.05307363271,0.43,-139.08,-1.39,31.15,138.19,1.67,0.86,,alpha_v2,v2.1.0
5usndyls,executed,short,1706555700000,1706585400000,45398.59,45233.62,45498.59404428887,45198.59404428887,0.83,164.97,1.65,32.77,38.35,0.62,1.66,,alpha_v2,v2.1.0
4j3lznwc,executed,short,1706234400000,1706254200000,44360.00,44150.85,44460.00415779281,44160.00415779281,1.11,209.16,2.09,28.72,134.52,1.78,2.22,,alpha_v2,v2.1.0
6f3ezixc,executed,short,1706256900000,1706270400000,44285.27,44420.86,44385.26923014556,44085.26923014556,0.20,-135.59,-1.36,45.95,93.87,1.37,0.40,,alpha_v2,v2.1.0
y4m5o4vr,rejected,long,1704346200000,,44908.88,44995.16,44808.87994428096,45108.87994428096,1.25,86.28,,,,,,spread_filter,alpha_v2,v2.1.0
wqhakbsk,rejected,long,1711332000000,,44241.33,44218.65,44141.33334911881,44441.33334911881,0.57,-22.69,,,,,,time_of_day,alpha_v2,v2.1.0
fefjn9kt,executed,short,1707285600000,1707312600000,45654.45,45450.16,45754.44986054396,45454.44986054396,2.41,204.29,2.04,34.36,104.72,1.13,4.82,,alpha_v2,v2.1.0
4f68uuqh,rejected,short,1709898300000,,46323.15,46459.58,46423.1481465064,46123.1481465064,0.63,-136.43,,,,,,spread_filter,alpha_v2,v2.1.0
rdiaowmk,executed,long,1712752200000,1712773800000,47043.10,47021.51,46943.10351942805,47243.10351942805,1.11,-21.59,-0.22,34.76,124.52,1.80,2.22,,alpha_v2,v2.1.0
7fo0s27t,rejected,long,1704676500000,,45541.31,45522.69,45441.31242905597,45741.31242905597,2.18,-18.62,,,,,,htf_alignment,alpha_v2,v2.1.0
l8uvhb77,executed,short,1709454600000,1709482500000,45778.67,45910.58,45878.67123074095,45578.67123074095,0.81,-131.91,-1.32,71.31,36.18,2.68,1.62,,alpha_v2,v2.1.0
om220ha9,executed,short,1708358400000,1708378200000,45771.17,45810.35,45871.16740558701,45571.16740558701,1.88,-39.19,-0.39,43.14,138.66,2.31,3.76,,alpha_v2,v2.1.0
r22t01je,rejected,short,1709443800000,,45778.42,45923.84,45878.41610663822,45578.41610663822,2.42,-145.43,,,,,,atr_limit,alpha_v2,v2.1.0
s2frdry6,executed,short,1711548000000,1711574100000,44852.03,44763.85,44952.02566169515,44652.02566169515,1.67,88.17,0.88,33.51,33.85,1.50,3.34,,alpha_v2,v2.1.0
79tvx6vj,executed,short,1712320200000,1712334600000,46409.32,46548.13,46509.32131533916,46209.32131533916,1.18,-138.81,-1.39,58.53,84.99,0.55,2.36,,alpha_v2,v2.1.0
dqxw6k1w,rejected,short,1711887300000,,45451.74,45288.34,45551.74397205779,45251.74397205779,2.20,163.41,,,,,,atr_limit,alpha_v2,v2.1.0
i5c0z398,executed,short,1708085700000,1708096500000,45501.93,45626.52,45601.92831060111,45301.92831060111,0.51,-124.59,-1.25,23.36,60.53,1.02,1.02,,alpha_v2,v2.1.0
8dt3f5t7,executed,long,1707553800000,1707555600000,45410.13,45263.47,45310.13153115573,45610.13153115573,1.97,-146.66,-1.47,50.61,43.09,1.59,3.94,,alpha_v2,v2.1.0
2y6n3w1j,executed,short,1712827800000,1712841300000,46868.10,46733.76,46968.09964555004,46668.09964555004,1.60,134.34,1.34,77.83,69.36,0.91,3.20,,alpha_v2,v2.1.0
a0rlceko,executed,short,1706347800000,1706358600000,44347.67,44464.42,44447.671130765055,44147.671130765055,1.46,-116.75,-1.17,61.95,79.61,2.17,2.92,,alpha_v2,v2.1.0
d8275b6b,executed,long,1710111600000,1710124200000,45160.95,45032.05,45060.95315363573,45360.95315363573,0.63,-128.90,-1.29,23.32,65.79,0.50,1.26,,alpha_v2,v2.1.0
50a2i638,executed,long,1709197200000,1709208000000,45554.82,45718.65,45454.81749443944,45754.81749443944,0.38,163.83,1.64,30.45,83.48,0.86,0.76,,alpha_v2,v2.1.0
xn8j4wst,rejected,short,1708292700000,,45786.13,45915.23,45886.12528410231,45586.12528410231,0.81,-129.10,,,,,,time_of_day,alpha_v2,v2.1.0
iuaikf25,executed,short,1711174500000,1711196100000,44445.69,44526.73,44545.68699729398,44245.68699729398,2.15,-81.04,-0.81,33.24,20.44,1.88,4.30,,alpha_v2,v2.1.0
17xsqqmi,executed,short,1706887800000,1706921100000,45717.71,45579.61,45817.705912995414,45517.705912995414,2.50,138.10,1.38,24.19,93.72,2.77,5.00,,alpha_v2,v2.1.0
m9makstu,executed,long,1705640400000,1705644900000,44549.64,44472.21,44449.64251895108,44749.64251895108,0.54,-77.43,-0.77,52.02,68.77,2.99,1.08,,alpha_v2,v2.1.0
s22hwik1,rejected,short,1712205900000,,45653.27,45724.96,45753.26886742638,45453.26886742638,0.16,-71.70,,,,,,atr_limit,alpha_v2,v2.1.0
ua2n9bdh,executed,long,1709216100000,1709235900000,45450.06,45327.40,45350.064473206825,45650.064473206825,0.81,-122.67,-1.23,50.81,78.37,2.50,1.62,,alpha_v2,v2.1.0
ley42x90,rejected,long,1710270000000,,45458.49,45621.47,45358.48966700764,45658.48966700764,0.12,162.98,,,,,,atr_limit,alpha_v2,v2.1.0
m38zjqcz,executed,long,1710910800000,1710940500000,44221.10,44317.95,44121.095878272645,44421.095878272645,1.12,96.85,0.97,79.41,31.84,1.64,2.24,,alpha_v2,v2.1.0
831badrm,executed,short,1710783900000,1710810000000,44463.47,44213.12,44563.46700329243,44263.46700329243,1.27,250.34,2.50,10.87,22.87,0.61,2.54,,alpha_v2,v2.1.0
ruyj0y6r,rejected,long,1706681700000,,45303.67,45582.77,45203.66749071298,45503.66749071298,2.24,279.10,,,,,,atr_limit,alpha_v2,v2.1.0
lnazc4w0,rejected,short,1709399700000,,45818.61,45600.37,45918.60598056417,45618.60598056417,2.49,218.24,,,,,,htf_alignment,alpha_v2,v2.1.0
j5oii2e5,executed,short,1709600400000,1709601300000,46342.19,46364.32,46442.18607963483,46142.18607963483,0.32,-22.13,-0.22,55.18,93.06,2.56,0.64,,alpha_v2,v2.1.0
ys2adboa,rejected,short,1708101900000,,45394.01,45530.97,45494.006656878664,45194.006656878664,0.41,-136.96,,,,,,time_of_day,alpha_v2,v2.1.0
v5v0xsip,executed,short,1708860600000,1708876800000,45165.54,45051.14,45265.53568937526,44965.53568937526,1.18,114.40,1.14,42.04,149.83,1.66,2.36,,alpha_v2,v2.1.0
qh4f6jl6,executed,long,1708693200000,1708721100000,45662.25,45652.19,45562.24852725969,45862.24852725969,1.49,-10.06,-0.10,19.42,65.90,2.98,2.98,,alpha_v2,v2.1.0
en2j19dk,executed,long,1706569200000,1706603400000,45357.03,45309.78,45257.02810912132,45557.02810912132,2.48,-47.24,-0.47,19.72,57.28,2.60,4.96,,alpha_v2,v2.1.0
kifc7rlr,executed,short,1705458600000,1705466700000,45193.49,45262.08,45293.488698841,44993.488698841,1.45,-68.59,-0.69,24.59,95.40,0.55,2.90,,alpha_v2,v2.1.0
v2jfdkzx,executed,long,1705990500000,1706005800000,44005.76,44217.18,43905.76246581332,44205.76246581332,1.97,211.41,2.11,74.61,26.42,2.46,3.94,,alpha_v2,v2.1.0
n4tp5ds9,executed,short,1707356700000,1707374700000,45564.39,45463.36,45664.39043481436,45364.39043481436,1.35,101.03,1.01,20.04,62.13,1.43,2.70,,alpha_v2,v2.1.0
22e4su3e,executed,long,1704282300000,1704300300000,44978.00,44861.32,44878.00102508937,45178.00102508937,1.76,-116.68,-1.17,25.16,75.62,1.65,3.52,,alpha_v2,v2.1.0
yhvfeu12,rejected,short,1710439200000,,45724.66,45448.93,45824.65918583297,45524.65918583297,2.16,275.73,,,,,,htf_alignment,alpha_v2,v2.1.0
gc40j4qt,executed,long,1707477300000,1707507000000,45639.48,45935.53,45539.478885531185,45839.478885531185,0.77,296.05,2.96,78.59,117.76,2.42,1.54,,alpha_v2,v2.1.0
ol8muqp2,rejected,long,1706634900000,,45379.67,45525.40,45279.67481539287,45579.67481539287,0.79,145.73,,,,,,time_of_day,alpha_v2,v2.1.0
0q7lxgh4,rejected,long,1706061600000,,44009.01,44228.95,43909.0093867835,44209.0093867835,0.66,219.94,,,,,,htf_alignment,alpha_v2,v2.1.0
400phfzw,executed,short,1710498600000,1710524700000,45537.77,45372.21,45637.76888676318,45337.76888676318,2.04,165.55,1.66,72.88,99.33,2.41,4.08,,alpha_v2,v2.1.0
5mey6sec,executed,long,1706462100000,1706479200000,44695.93,44835.50,44595.92650392423,44895.92650392423,2.06,139.57,1.40,62.20,34.95,1.53,4.12,,alpha_v2,v2.1.0
husb13dt,rejected,long,1711032300000,,44115.11,44080.98,44015.109746930226,44315.109746930226,1.45,-34.13,,,,,,time_of_day,alpha_v2,v2.1.0
gd7hz3r2,executed,short,1709523900000,1709525700000,45797.39,45546.00,45897.39259092756,45597.39259092756,1.67,251.39,2.51,32.81,94.05,0.70,3.34,,alpha_v2,v2.1.0
vm779sp9,executed,long,1712365200000,1712370600000,46800.86,46745.30,46700.85627654684,47000.85627654684,2.47,-55.55,-0.56,50.21,144.30,1.21,4.94,,alpha_v2,v2.1.0
96dayhv1,executed,short,1710614700000,1710626400000,45173.59,45267.48,45273.5925200549,44973.5925200549,2.33,-93.89,-0.94,28.50,21.69,2.65,4.66,,alpha_v2,v2.1.0
3k04h71c,executed,long,1711062000000,1711091700000,44281.33,44400.49,44181.332949478994,44481.332949478994,0.95,119.16,1.19,10.15,88.77,2.70,1.90,,alpha_v2,v2.1.0
ukbewpdq,rejected,short,1712384100000,,46961.13,46801.36,47061.133679766455,46761.133679766455,1.85,159.78,,,,,,time_of_day,alpha_v2,v2.1.0
2dbhg941,rejected,long,1707425100000,,45768.06,45984.26,45668.05806492561,45968.05806492561,1.19,216.20,,,,,,spread_filter,alpha_v2,v2.1.0
tyniplr5,executed,short,1705753800000,1705771800000,44446.62,44573.63,44546.62371673678,44246.62371673678,0.59,-127.01,-1.27,12.52,134.01,2.41,1.18,,alpha_v2,v2.1.0
0sw43xqd,rejected,long,1708713900000,,45657.76,45896.47,45557.75805665243,45857.75805665243,2.00,238.71,,,,,,spread_filter,alpha_v2,v2.1.0
z4m43ob8,executed,long,1706289300000,1706294700000,44297.34,44231.99,44197.34138476672,44497.34138476672,2.16,-65.35,-0.65,27.39,86.33,1.52,4.32,,alpha_v2,v2.1.0
guqtn4l0,rejected,short,1710435600000,,45715.73,45583.26,45815.73344519182,45515.73344519182,1.50,132.47,,,,,,spread_filter,alpha_v2,v2.1.0
frd05t4x,executed,long,1707455700000,1707457500000,45700.53,45651.25,45600.52858016759,45900.52858016759,0.36,-49.28,-0.49,58.81,33.53,1.75,0.72,,alpha_v2,v2.1.0
